rebalance_date,US Equity,US Treasuries,US TIPS,US REITs,Gold,Bitcoin,JPY
2014-08-31,0.45,0.15,0.1,0.13535032237035727,0.1615463222326559,0.00310335539698683,0.0
2014-09-30,0.45,0.15,0.1,0.13535032237035727,0.1615463222326559,0.00310335539698683,0.0
2014-10-31,0.45,0.15,0.1,0.13535032237035727,0.1615463222326559,0.00310335539698683,0.0
2014-11-30,0.45,0.15,0.1,0.13535032237035727,0.1615463222326559,0.00310335539698683,0.0
2014-12-31,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-01-30,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-02-27,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-03-31,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-04-30,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-05-31,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-06-30,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-07-31,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-08-31,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-09-30,0.2000000000000004,0.35,0.09999999999999956,0.0,0.3,0.0,0.05
2015-10-30,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-11-30,0.4269201812000695,0.14999999999999997,0.09999999999999999,0.2,0.12307981879993062,0.0,0.0
2015-12-31,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-01-31,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-02-29,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-03-31,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-04-29,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-05-31,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-06-30,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-07-31,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-08-31,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-09-30,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-10-31,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-11-30,0.3443400847902527,0.15,0.1,0.11273078374560928,0.25,0.042929131464138,0.0
2016-12-30,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-01-31,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-02-28,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-03-31,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-04-30,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-05-31,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-06-30,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-07-31,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-08-31,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-09-29,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-10-31,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-11-30,0.45,0.14999999999999997,0.1,0.05,0.212698670537607,0.03730132946239283,0.0
2017-12-31,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-01-31,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-02-28,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-03-30,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-04-30,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-05-31,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-06-29,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-07-31,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-08-31,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-09-30,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-10-31,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-11-30,0.45,0.15,0.1,0.061530698610719,0.23741084878080432,0.0010584526084767775,0.0
2018-12-31,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-01-31,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-02-28,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-03-31,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-04-30,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-05-31,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-06-30,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-07-31,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-08-30,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-09-30,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-10-31,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-11-29,0.3,0.15,0.1,0.174683672602872,0.25,0.02531632739712812,0.0
2019-12-31,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-01-31,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-02-29,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-03-31,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-04-30,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-05-31,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-06-30,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-07-31,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-08-31,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-09-30,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-10-31,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-11-30,0.39165491928663515,0.15,0.1,0.0987306719382436,0.25,0.009614408775121246,0.0
2020-12-31,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-01-31,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-02-28,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-03-31,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-04-30,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-05-31,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-06-30,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-07-31,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-08-31,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-09-30,0.4500000000000001,0.0,0.14999999999999977,0.0,0.3000000000000001,0.10000000000000003,0.0
2021-10-31,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-11-30,0.45,0.15,0.1,0.05,0.25,0.0,0.0
2021-12-31,0.4082744311084768,0.14999999999999997,0.1,0.09172556889152331,0.25,0.0,0.0
2022-01-31,0.4082744311084768,0.14999999999999997,0.1,0.09172556889152331,0.25,0.0,0.0
2022-02-28,0.4082744311084768,0.14999999999999997,0.1,0.09172556889152331,0.25,0.0,0.0
2022-03-31,0.4082744311084768,0.14999999999999997,0.1,0.09172556889152331,0.25,0.0,0.0
2022-04-30,0.4082744311084768,0.14999999999999997,0.1,0.09172556889152331,0.25,0.0,0.0
2022-05-31,0.4082744311084768,0.14999999999999997,0.1,0.09172556889152331,0.25,0.0,0.0
2022-06-30,0.4082744311084768,0.14999999999999997,0.1,0.09172556889152331,0.25,0.0,0.0
2022-07-31,0.4082744311084768,0.14999999999999997,0.1,0.09172556889152331,0.25,0.0,0.0
2022-08-31,0.4082744311084768,0.14999999999999997,0.1,0.09172556889152331,0.25,0.0,0.0
2022-09-30,0.4082744311084768,0.14999999999999997,0.1,0.09172556889152331,0.25,0.0,0.0
2022-10-31,0.4082744311084768,0.14999999999999997,0.1,0.09172556889152331,0.25,0.0,0.0
2022-11-30,0.4082744311084768,0.14999999999999997,0.1,0.09172556889152331,0.25,0.0,0.0
2022-12-31,0.3727755556211668,0.14999999999999997,0.1,0.1272244443788333,0.25,0.0,0.0
2023-01-31,0.3727755556211668,0.14999999999999997,0.1,0.1272244443788333,0.25,0.0,0.0
2023-02-28,0.3727755556211668,0.14999999999999997,0.1,0.1272244443788333,0.25,0.0,0.0
2023-03-31,0.3727755556211668,0.14999999999999997,0.1,0.1272244443788333,0.25,0.0,0.0
2023-04-30,0.3727755556211668,0.14999999999999997,0.1,0.1272244443788333,0.25,0.0,0.0
2023-05-31,0.3727755556211668,0.14999999999999997,0.1,0.1272244443788333,0.25,0.0,0.0
2023-06-30,0.3727755556211668,0.14999999999999997,0.1,0.1272244443788333,0.25,0.0,0.0
2023-07-31,0.3727755556211668,0.14999999999999997,0.1,0.1272244443788333,0.25,0.0,0.0
2023-08-31,0.3727755556211668,0.14999999999999997,0.1,0.1272244443788333,0.25,0.0,0.0
2023-09-30,0.3727755556211668,0.14999999999999997,0.1,0.1272244443788333,0.25,0.0,0.0
2023-10-31,0.3727755556211668,0.14999999999999997,0.1,0.1272244443788333,0.25,0.0,0.0
2023-11-30,0.3727755556211668,0.14999999999999997,0.1,0.1272244443788333,0.25,0.0,0.0
2023-12-31,0.42542948485483323,0.15,0.1,0.05000000000000002,0.25,0.024570515145166828,0.0
2024-01-31,0.42542948485483323,0.15,0.1,0.05000000000000002,0.25,0.024570515145166828,0.0
2024-02-29,0.42542948485483323,0.15,0.1,0.05000000000000002,0.25,0.024570515145166828,0.0
2024-03-31,0.42542948485483323,0.15,0.1,0.05000000000000002,0.25,0.024570515145166828,0.0
2024-04-30,0.42542948485483323,0.15,0.1,0.05000000000000002,0.25,0.024570515145166828,0.0
2024-05-31,0.42542948485483323,0.15,0.1,0.05000000000000002,0.25,0.024570515145166828,0.0
2024-06-30,0.42542948485483323,0.15,0.1,0.05000000000000002,0.25,0.024570515145166828,0.0
2024-07-31,0.42542948485483323,0.15,0.1,0.05000000000000002,0.25,0.024570515145166828,0.0
2024-08-31,0.42542948485483323,0.15,0.1,0.05000000000000002,0.25,0.024570515145166828,0.0
2024-09-30,0.42542948485483323,0.15,0.1,0.05000000000000002,0.25,0.024570515145166828,0.0
2024-10-31,0.42542948485483323,0.15,0.1,0.05000000000000002,0.25,0.024570515145166828,0.0
2024-11-30,0.42542948485483323,0.15,0.1,0.05000000000000002,0.25,0.024570515145166828,0.0
2024-12-31,0.37274703723454744,0.15,0.1,0.18121282350763476,0.1960401392578178,0.0,0.0
2025-01-31,0.37274703723454744,0.15,0.1,0.18121282350763476,0.1960401392578178,0.0,0.0
2025-02-28,0.37274703723454744,0.15,0.1,0.18121282350763476,0.1960401392578178,0.0,0.0
2025-03-31,0.25000000000000044,0.3499999999999996,0.0,0.0,0.29999999999999993,0.09999999999999998,0.0
2025-04-30,0.2,0.297933085053499,0.0,0.10206691494650103,0.3,0.09999999999999992,0.0
2025-05-31,0.2000000000000001,0.3499999999999998,0.03561976479493459,0.014380235205065697,0.2999999999999998,0.1,0.0
2025-06-30,0.37274703723454744,0.15,0.1,0.18121282350763476,0.1960401392578178,0.0,0.0
2025-07-31,0.37274703723454744,0.15,0.1,0.18121282350763476,0.1960401392578178,0.0,0.0
2025-08-31,0.37274703723454744,0.15,0.1,0.18121282350763476,0.1960401392578178,0.0,0.0
2025-09-30,0.37274703723454744,0.15,0.1,0.18121282350763476,0.1960401392578178,0.0,0.0
2025-10-31,0.37274703723454744,0.15,0.1,0.18121282350763476,0.1960401392578178,0.0,0.0
2025-11-30,0.37274703723454744,0.15,0.1,0.18121282350763476,0.1960401392578178,0.0,0.0
2025-12-31,0.39387134103372684,0.15,0.1,0.19576170918434763,0.16036694978192548,0.0,0.0
2026-01-31,0.39387134103372684,0.15,0.1,0.19576170918434763,0.16036694978192548,0.0,0.0
2026-02-28,0.39387134103372684,0.15,0.1,0.19576170918434763,0.16036694978192548,0.0,0.0
